               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 159,            0.042327,             0.01045,           0.0094988,             0.76364,             0.92573,             0.94678,              0.6115,            0.031731,           0.0056206,           0.0057749,           0.0038009,           0.0038009,            0.055901
                 160,            0.039146,            0.010624,            0.009801,             0.90529,             0.97454,              0.9825,              0.6377,            0.023787,           0.0053682,           0.0057413,           0.0038132,           0.0038132,            0.055613
                 161,            0.039053,           0.0091489,            0.013972,             0.93535,             0.95767,             0.97992,             0.43072,            0.034283,           0.0055609,            0.005731,           0.0038253,           0.0038253,            0.055325
                 162,               0.047,            0.011062,            0.013688,             0.95235,             0.94485,             0.98081,             0.67796,            0.028855,           0.0051182,           0.0061654,           0.0038373,           0.0038373,            0.055037
                 163,            0.047195,            0.010269,            0.011577,             0.78144,             0.97437,             0.97063,             0.43585,            0.039828,           0.0054725,           0.0058894,            0.003849,            0.003849,            0.054749
                 164,            0.044422,           0.0096214,            0.011487,             0.94601,               0.975,             0.98346,             0.73332,            0.023706,           0.0052839,           0.0058482,           0.0038606,           0.0038606,            0.054461
                 165,            0.038354,            0.010404,             0.01068,             0.84726,             0.75719,             0.89179,             0.57858,            0.036081,           0.0057941,           0.0057251,            0.003872,            0.003872,            0.054172
                 166,            0.047266,           0.0091649,           0.0086983,             0.89913,             0.79061,             0.97892,              0.5541,             0.03513,           0.0058425,             0.00561,           0.0038832,           0.0038832,            0.053883
                 167,            0.045594,            0.010203,            0.010503,             0.89536,             0.69414,             0.86925,             0.31103,            0.037275,           0.0057982,           0.0055257,           0.0038941,           0.0038941,            0.053594
                 168,            0.061432,            0.010223,            0.011323,             0.77938,             0.79675,             0.91224,             0.37766,            0.039358,           0.0056794,           0.0056629,           0.0039049,           0.0039049,            0.053305
                 169,            0.055858,            0.010254,            0.010152,             0.87502,             0.75239,             0.96798,             0.51671,            0.032415,           0.0057672,            0.005974,           0.0039155,           0.0039155,            0.053016
                 170,            0.045342,           0.0093644,            0.012847,             0.80359,               0.975,             0.94139,             0.58236,            0.037548,           0.0058389,           0.0062134,            0.003926,            0.003926,            0.052726
                 171,            0.052371,            0.012758,            0.013183,             0.97204,               0.975,             0.98389,             0.60217,            0.028296,           0.0056905,           0.0060921,           0.0039362,           0.0039362,            0.052436
                 172,            0.044161,            0.011307,           0.0098842,             0.69798,               0.975,               0.961,             0.65874,            0.038035,           0.0056533,           0.0060212,           0.0039462,           0.0039462,            0.052146
                 173,            0.050155,           0.0097825,             0.01084,               0.934,               0.975,             0.98316,             0.74055,            0.031317,           0.0055591,            0.005733,            0.003956,            0.003956,            0.051856
                 174,            0.046882,            0.010829,           0.0091997,             0.99941,             0.96116,             0.98163,             0.61292,            0.026927,           0.0057123,           0.0058507,           0.0039657,           0.0039657,            0.051566
                 175,            0.035876,            0.011077,            0.013096,             0.87227,             0.83921,             0.91899,             0.34975,            0.033927,            0.005878,           0.0060876,           0.0039751,           0.0039751,            0.051275
                 176,            0.051832,           0.0081332,            0.015556,             0.53412,                0.85,              0.8811,             0.46296,             0.03289,           0.0057528,            0.010078,           0.0039844,           0.0039844,            0.050984
                 177,            0.044354,            0.012547,            0.015238,             0.75544,                   1,             0.97888,             0.67943,            0.025265,           0.0057906,           0.0071086,           0.0039935,           0.0039935,            0.050693
                 178,            0.035571,            0.011792,            0.010659,             0.84133,                 0.7,             0.82204,             0.26802,            0.031795,            0.005864,           0.0056973,           0.0040023,           0.0040023,            0.050402
                 179,            0.050074,           0.0097694,           0.0090575,             0.92334,              0.8865,             0.95694,             0.44809,            0.029627,           0.0056143,           0.0056565,            0.004011,            0.004011,            0.050111
                 180,            0.036943,            0.010846,            0.012335,             0.89224,               0.775,             0.90527,             0.27338,            0.030077,           0.0056612,           0.0055555,           0.0040195,           0.0040195,            0.049819
                 181,            0.048755,           0.0092167,            0.010628,             0.96619,                 0.8,             0.92777,             0.44353,            0.033535,           0.0058562,           0.0060045,           0.0040278,           0.0040278,            0.049528
                 182,            0.047379,           0.0094805,               0.013,             0.69476,               0.975,             0.96188,             0.50364,            0.027018,           0.0062374,           0.0069208,           0.0040359,           0.0040359,            0.049236
                 183,             0.04515,            0.010371,            0.013636,             0.66926,               0.825,             0.89721,             0.44351,             0.03984,           0.0065762,           0.0072145,           0.0040437,           0.0040437,            0.048944
                 184,             0.04875,             0.01123,             0.01592,             0.72065,               0.975,              0.9143,             0.52831,            0.030854,           0.0060065,           0.0074948,           0.0040514,           0.0040514,            0.048651
                 185,            0.043118,            0.010793,            0.011136,             0.96233,               0.925,             0.95256,             0.49985,            0.033366,           0.0055449,           0.0060868,            0.004059,            0.004059,            0.048359
                 186,            0.040061,           0.0096056,            0.012327,              0.7703,             0.86283,              0.8962,             0.49964,            0.026666,           0.0052781,           0.0060217,           0.0040663,           0.0040663,            0.048066
                 187,            0.052822,            0.010434,            0.012395,             0.97208,             0.92217,              0.9784,             0.63981,             0.02907,           0.0050358,           0.0059764,           0.0040734,           0.0040734,            0.047773
                 188,            0.039762,           0.0099608,            0.010887,             0.91129,             0.93981,             0.96777,             0.64415,            0.025354,           0.0050256,           0.0059916,           0.0040803,           0.0040803,             0.04748
                 189,            0.039955,            0.011307,            0.012589,             0.71356,             0.97444,             0.93583,             0.48622,            0.029526,           0.0052841,           0.0055493,            0.004087,            0.004087,            0.047187
                 190,            0.045462,            0.011476,            0.010316,             0.68609,               0.975,             0.91127,             0.45426,            0.029913,           0.0052075,           0.0054827,           0.0040936,           0.0040936,            0.046894
                 191,            0.042198,            0.009869,           0.0089684,             0.73684,               0.975,             0.90858,              0.5557,            0.029957,           0.0051819,           0.0054979,           0.0040999,           0.0040999,              0.0466
                 192,            0.042167,             0.00974,           0.0086439,             0.71093,             0.94946,             0.92722,             0.48489,            0.028139,           0.0052705,           0.0055052,            0.004106,            0.004106,            0.046306
                 193,            0.046355,           0.0097888,           0.0081802,             0.96695,               0.975,             0.98257,             0.65958,            0.027192,           0.0051134,            0.005497,            0.004112,            0.004112,            0.046012
                 194,            0.044184,           0.0099742,            0.011097,              0.7866,               0.975,             0.87324,             0.54645,            0.032196,           0.0052557,           0.0056061,           0.0041177,           0.0041177,            0.045718
                 195,            0.044534,           0.0094183,            0.011782,             0.99886,             0.97444,             0.98923,              0.5709,              0.0256,           0.0051426,           0.0056475,           0.0041233,           0.0041233,            0.045423
                 196,            0.034274,            0.010571,           0.0091339,             0.98726,               0.975,             0.98613,             0.71825,            0.026241,           0.0051769,           0.0056354,           0.0041286,           0.0041286,            0.045129
                 197,             0.04792,            0.010381,            0.011931,             0.84948,               0.975,             0.96232,             0.57727,            0.023326,           0.0049929,           0.0055612,           0.0041338,           0.0041338,            0.044834
                 198,            0.039589,            0.011029,           0.0095746,             0.77709,             0.87642,             0.91589,              0.6029,             0.02501,           0.0048888,           0.0053906,           0.0041388,           0.0041388,            0.044539
                 199,              0.0395,            0.010665,            0.010416,             0.85433,             0.92494,              0.9364,             0.68113,            0.027006,           0.0048676,           0.0054747,           0.0041435,           0.0041435,            0.044244
                 200,            0.040611,           0.0098959,            0.011535,             0.76736,                 0.9,             0.95834,             0.46018,            0.030036,           0.0050831,           0.0057644,           0.0041481,           0.0041481,            0.043948
                 201,            0.043416,           0.0087093,           0.0080826,             0.92174,               0.975,             0.97578,             0.51927,            0.027974,            0.005102,           0.0057429,           0.0041525,           0.0041525,            0.043653
                 202,            0.038087,           0.0094447,            0.013531,             0.95747,             0.89899,             0.96928,             0.60555,            0.031429,           0.0050463,           0.0057488,           0.0041567,           0.0041567,            0.043357
                 203,            0.045031,           0.0069237,           0.0084404,             0.97426,               0.975,             0.98724,             0.39634,            0.029753,           0.0050315,           0.0056615,           0.0041607,           0.0041607,            0.043061
                 204,            0.036074,            0.010157,            0.013351,               0.979,             0.97502,               0.995,             0.73243,            0.022045,           0.0049819,           0.0057334,           0.0041645,           0.0041645,            0.042765
                 205,            0.041714,            0.010369,           0.0090137,             0.88774,             0.97489,              0.9473,             0.30895,            0.036992,           0.0051794,           0.0053579,           0.0041681,           0.0041681,            0.042468
                 206,            0.049003,           0.0098861,            0.009392,             0.85668,               0.975,             0.95023,             0.62926,            0.025443,           0.0050439,           0.0055076,           0.0041715,           0.0041715,            0.042172
                 207,            0.034273,            0.010031,           0.0065862,             0.97252,             0.90809,             0.96897,             0.59709,            0.025718,           0.0051271,           0.0056157,           0.0041748,           0.0041748,            0.041875
                 208,            0.046513,           0.0094065,            0.010443,             0.99149,             0.95004,             0.99174,             0.60717,            0.020028,           0.0050741,           0.0059654,           0.0041778,           0.0041778,            0.041578
                 209,            0.036058,           0.0097588,             0.01375,             0.87052,                0.95,             0.95322,             0.58572,            0.026058,           0.0049929,           0.0057569,           0.0041806,           0.0041806,            0.041281
                 210,            0.033927,            0.009338,            0.007141,              0.9999,             0.99041,               0.995,             0.64446,            0.017444,           0.0048892,           0.0055599,           0.0041833,           0.0041833,            0.040983
                 211,            0.035252,           0.0097498,           0.0067746,             0.94788,             0.97489,             0.97947,             0.54613,            0.026335,           0.0050365,           0.0051801,           0.0041857,           0.0041857,            0.040686
                 212,            0.040196,             0.01003,            0.010712,             0.93477,             0.97542,             0.99174,             0.67587,            0.022708,           0.0048228,           0.0051409,            0.004188,            0.004188,            0.040388
                 213,            0.039551,            0.010271,           0.0075463,             0.62287,               0.975,             0.88909,             0.58736,            0.027623,           0.0050546,            0.005199,           0.0041901,           0.0041901,             0.04009
                 214,            0.039438,            0.011045,           0.0079202,             0.94536,               0.925,             0.96132,             0.67698,            0.022231,           0.0048288,           0.0051667,           0.0041919,           0.0041919,            0.039792
                 215,            0.037848,           0.0086461,              0.0119,             0.85423,               0.975,             0.98667,             0.65421,             0.02519,           0.0049156,           0.0052674,           0.0041936,           0.0041936,            0.039494
                 216,            0.039337,            0.010314,           0.0092463,             0.97421,             0.97504,               0.995,              0.7534,            0.024834,           0.0048232,            0.005202,           0.0041951,           0.0041951,            0.039195
                 217,             0.03737,           0.0087533,           0.0064723,             0.96229,             0.97422,             0.98389,             0.68653,            0.027073,           0.0048235,           0.0052787,           0.0041964,           0.0041964,            0.038896
                 218,            0.036694,           0.0096149,           0.0093152,             0.99768,               0.975,             0.99381,             0.61631,            0.018707,           0.0046588,           0.0051856,           0.0041975,           0.0041975,            0.038598
                 219,            0.033171,            0.010521,           0.0085687,             0.99915,             0.93895,             0.98852,             0.68187,            0.025863,           0.0048133,           0.0050541,           0.0041985,           0.0041985,            0.038298
                 220,            0.039356,           0.0090203,           0.0073317,             0.99807,               0.975,             0.98852,             0.64927,             0.02079,           0.0046065,           0.0049567,           0.0041992,           0.0041992,            0.037999
                 221,            0.038475,           0.0085265,           0.0080456,             0.96912,             0.89907,             0.94771,             0.56553,            0.024795,           0.0046195,            0.004972,           0.0041998,           0.0041998,              0.0377
                 222,            0.041795,           0.0094825,           0.0091762,             0.98462,             0.97504,               0.995,             0.71125,            0.019385,           0.0046051,            0.005119,           0.0042001,           0.0042001,              0.0374
                 223,            0.036338,            0.010953,           0.0093714,              0.8529,             0.92345,             0.95996,              0.5971,            0.025294,            0.004655,           0.0050452,           0.0042003,           0.0042003,              0.0371
                 224,            0.038788,           0.0085998,           0.0071574,             0.85828,             0.90551,             0.97952,             0.54372,             0.02516,           0.0047013,           0.0050355,           0.0042003,           0.0042003,              0.0368
                 225,            0.043989,           0.0097742,            0.010155,             0.95276,              0.9465,             0.98875,             0.73123,             0.02096,           0.0046329,           0.0050408,           0.0042001,           0.0042001,              0.0365
                 226,            0.038219,           0.0078263,           0.0075481,             0.93343,                   1,             0.99174,             0.68824,            0.027015,           0.0046562,            0.005333,           0.0041997,           0.0041997,              0.0362
                 227,            0.037645,           0.0097969,            0.008072,             0.99338,             0.99994,               0.995,             0.77446,            0.020399,           0.0045132,           0.0053073,           0.0041991,           0.0041991,            0.035899
                 228,            0.032076,           0.0090731,            0.010782,             0.92544,             0.99992,               0.995,             0.71818,            0.029405,           0.0046911,           0.0053716,           0.0041984,           0.0041984,            0.035598
                 229,             0.04412,           0.0080405,            0.010908,             0.99912,                   1,               0.995,             0.52817,            0.024367,           0.0046073,           0.0046925,           0.0041974,           0.0041974,            0.035297
                 230,            0.042686,           0.0095197,            0.010447,             0.91423,             0.99994,             0.98272,             0.68432,            0.019858,           0.0045623,           0.0049447,           0.0041963,           0.0041963,            0.034996
                 231,            0.035588,           0.0093497,           0.0078108,             0.91154,               0.975,             0.96255,             0.61821,            0.019984,           0.0045917,           0.0047195,            0.004195,            0.004195,            0.034695
                 232,            0.037144,            0.010313,            0.010185,             0.98364,             0.97505,               0.995,              0.8015,            0.020027,           0.0046414,           0.0049443,           0.0041935,           0.0041935,            0.034393
                 233,            0.030743,           0.0092695,           0.0075216,             0.98443,             0.97457,             0.98786,             0.71197,              0.0186,           0.0045616,           0.0049985,           0.0041918,           0.0041918,            0.034092
                 234,            0.033722,            0.010128,           0.0080138,             0.67655,             0.97494,             0.97622,             0.64979,            0.024423,           0.0049711,            0.005168,           0.0041899,           0.0041899,             0.03379
                 235,            0.035632,           0.0082701,            0.009251,             0.99063,             0.97505,               0.995,             0.71604,            0.025458,           0.0045755,           0.0047086,           0.0041879,           0.0041879,            0.033488
                 236,            0.038245,           0.0088127,            0.013958,             0.99935,             0.89451,             0.98256,             0.66586,             0.02496,           0.0045166,           0.0046083,           0.0041857,           0.0041857,            0.033186
                 237,            0.039869,           0.0093882,            0.011071,             0.98407,             0.99993,               0.995,             0.76145,            0.020764,           0.0043668,           0.0047281,           0.0041833,           0.0041833,            0.032883
                 238,            0.037467,           0.0086476,            0.008971,             0.99807,               0.975,             0.99083,             0.69129,            0.017133,           0.0042734,           0.0047286,           0.0041807,           0.0041807,            0.032581
                 239,            0.030867,            0.010079,            0.007062,             0.99921,             0.97505,               0.995,             0.73442,            0.019504,            0.004131,           0.0046513,           0.0041779,           0.0041779,            0.032278
                 240,            0.031423,           0.0094118,           0.0080119,              0.7658,               0.975,             0.98697,             0.66177,            0.023196,           0.0044278,           0.0050804,            0.004175,            0.004175,            0.031975
                 241,            0.036749,           0.0087323,            0.011153,             0.82669,             0.97419,             0.89661,             0.71177,            0.023737,           0.0043715,           0.0044128,           0.0041719,           0.0041719,            0.031672
                 242,            0.034253,           0.0086232,           0.0080331,             0.94673,               0.975,             0.98817,             0.65854,            0.024732,           0.0043089,           0.0046099,           0.0041686,           0.0041686,            0.031369
                 243,            0.034939,           0.0079408,            0.007384,             0.99999,             0.97544,               0.995,             0.78739,            0.018691,           0.0041268,           0.0045406,           0.0041651,           0.0041651,            0.031065
                 244,            0.030893,            0.008446,           0.0077199,             0.94994,             0.85668,             0.96472,             0.62766,            0.026976,           0.0045768,           0.0045554,           0.0041615,           0.0041615,            0.030761
                 245,            0.038202,           0.0089481,           0.0082455,             0.98934,             0.99997,               0.995,             0.77856,            0.020613,           0.0042483,           0.0045445,           0.0041577,           0.0041577,            0.030458
                 246,            0.040144,           0.0091691,           0.0079328,             0.95322,                   1,             0.99273,             0.66502,            0.021549,           0.0044905,           0.0047937,           0.0041537,           0.0041537,            0.030154
                 247,            0.035237,           0.0089171,           0.0076664,             0.99117,             0.92463,             0.98524,              0.6524,            0.023669,           0.0044533,           0.0058127,           0.0041495,           0.0041495,             0.02985
                 248,            0.037147,           0.0078489,           0.0076643,              0.9348,             0.97388,             0.99381,             0.70875,            0.020838,           0.0046703,           0.0061801,           0.0041452,           0.0041452,            0.029545
                 249,            0.035778,            0.010307,            0.012319,             0.99307,             0.99992,               0.995,              0.8168,            0.016437,            0.004361,           0.0048203,           0.0041407,           0.0041407,            0.029241
                 250,            0.029886,           0.0091445,           0.0067027,              0.9955,             0.97504,               0.995,             0.74842,            0.018688,           0.0043567,           0.0048492,            0.004136,            0.004136,            0.028936
                 251,            0.030223,            0.008736,           0.0065611,             0.96203,             0.97501,               0.995,             0.53136,            0.026657,           0.0046506,           0.0051432,           0.0041312,           0.0041312,            0.028631
                 252,            0.033507,           0.0082303,           0.0072805,             0.94464,               0.975,             0.98308,             0.74075,            0.023975,           0.0045757,           0.0055968,           0.0041261,           0.0041261,            0.028326
                 253,            0.033087,           0.0093831,           0.0072394,              0.9717,               0.975,             0.97386,             0.70784,            0.025782,           0.0046492,           0.0055241,            0.004121,            0.004121,            0.028021
                 254,            0.034575,           0.0069569,           0.0090633,             0.97532,               0.975,             0.98881,             0.70678,            0.019647,           0.0045408,           0.0053939,           0.0041156,           0.0041156,            0.027716
                 255,            0.033159,           0.0081663,           0.0060329,             0.98349,               0.975,             0.98852,             0.65024,            0.026127,           0.0044865,           0.0053004,           0.0041101,           0.0041101,             0.02741
                 256,            0.043621,            0.010899,           0.0088937,             0.99423,               0.975,             0.98613,             0.51135,            0.027173,           0.0044498,           0.0053113,           0.0041044,           0.0041044,            0.027104
                 257,            0.042204,           0.0078648,           0.0070681,             0.99978,             0.97495,             0.98724,             0.73799,            0.022096,           0.0043255,           0.0049907,           0.0040986,           0.0040986,            0.026799
                 258,            0.029294,           0.0081051,           0.0080037,             0.95458,             0.99962,               0.995,              0.7559,            0.019715,           0.0043702,            0.005034,           0.0040925,           0.0040925,            0.026493
                 259,            0.032735,           0.0098311,            0.010132,             0.99745,               0.975,               0.995,              0.7597,            0.016303,           0.0041635,           0.0046904,           0.0040864,           0.0040864,            0.026186
                 260,            0.028292,           0.0085037,           0.0065453,               0.996,             0.97501,               0.995,             0.66147,            0.023725,           0.0042603,            0.004479,             0.00408,             0.00408,             0.02588
                 261,            0.033482,            0.008557,            0.005315,             0.92474,             0.93758,             0.97638,             0.72676,            0.018945,           0.0041068,            0.004658,           0.0040735,           0.0040735,            0.025574
                 262,             0.03566,           0.0093187,           0.0082214,              0.9671,             0.99991,             0.99262,             0.66973,             0.02288,           0.0043584,           0.0039725,           0.0040669,           0.0040669,            0.025267
                 263,            0.031487,           0.0066858,           0.0068692,             0.98605,             0.99969,               0.995,             0.76051,            0.020339,           0.0044302,           0.0038957,           0.0040601,           0.0040601,             0.02496
                 264,            0.031518,           0.0083653,             0.01085,             0.99935,                   1,               0.995,             0.71274,            0.019141,           0.0041477,            0.003819,           0.0040531,           0.0040531,            0.024653
                 265,            0.031465,           0.0095319,           0.0084966,             0.99569,                   1,               0.995,             0.68922,            0.021391,           0.0042812,           0.0039307,            0.004046,            0.004046,            0.024346
                 266,            0.032085,           0.0093013,           0.0078389,             0.99673,                   1,               0.995,             0.63604,            0.018825,           0.0040375,           0.0039815,           0.0040387,           0.0040387,            0.024039
                 267,             0.02981,           0.0083483,           0.0063508,             0.99937,             0.99999,               0.995,             0.78294,            0.019557,           0.0041541,           0.0039837,           0.0040313,           0.0040313,            0.023731
                 268,             0.03009,           0.0076488,           0.0055618,             0.99958,               0.975,             0.99381,             0.71499,            0.021019,           0.0040022,              0.0038,           0.0040237,           0.0040237,            0.023424
                 269,            0.033419,           0.0085091,           0.0067995,             0.97394,               0.975,             0.98389,             0.64821,            0.023406,           0.0041924,           0.0048089,           0.0040159,           0.0040159,            0.023116
                 270,            0.032988,           0.0080716,           0.0062211,             0.97321,             0.97502,             0.97238,             0.51258,             0.02973,            0.004356,           0.0050316,            0.004008,            0.004008,            0.022808
                 271,            0.043825,           0.0093367,            0.006918,             0.84615,             0.96025,             0.95182,             0.71544,            0.022664,           0.0043189,            0.005394,               0.004,               0.004,              0.0225
                 272,            0.027365,           0.0082678,            0.007983,             0.86759,               0.975,             0.93692,             0.59101,             0.02299,           0.0044399,           0.0052703,           0.0039918,           0.0039918,            0.022192
                 273,            0.031754,           0.0086057,            0.011237,             0.95457,             0.99819,             0.97357,             0.74912,            0.020297,           0.0042624,           0.0052959,           0.0039835,           0.0039835,            0.021883
                 274,            0.026475,           0.0094602,            0.008854,             0.97302,              0.9785,             0.97595,             0.76207,            0.017721,           0.0041613,           0.0052098,            0.003975,            0.003975,            0.021575
                 275,            0.033792,           0.0088441,            0.012128,             0.95457,             0.99951,             0.97833,             0.70943,            0.020527,           0.0042077,           0.0052187,           0.0039663,           0.0039663,            0.021266
                 276,            0.030125,           0.0085449,           0.0091208,             0.95572,             0.99998,             0.98548,             0.80355,            0.015806,           0.0040252,           0.0051362,           0.0039576,           0.0039576,            0.020958
                 277,            0.032317,            0.008162,           0.0082919,             0.98965,             0.97501,               0.995,             0.74992,            0.019071,           0.0041529,           0.0050293,           0.0039486,           0.0039486,            0.020649
                 278,            0.030021,           0.0079484,           0.0083317,             0.98965,             0.97501,               0.995,             0.74992,            0.019071,           0.0041529,           0.0050293,           0.0039396,           0.0039396,             0.02034
                 279,             0.02702,           0.0085692,           0.0073808,             0.99383,               0.975,                0.99,             0.76562,            0.018934,           0.0041851,           0.0049613,           0.0039304,           0.0039304,             0.02003
                 280,             0.02579,           0.0085241,            0.011961,             0.99672,             0.97503,               0.995,             0.77991,             0.01807,           0.0041171,           0.0047283,            0.003921,            0.003921,            0.019721
                 281,            0.026806,           0.0078033,            0.008502,             0.98863,             0.99999,               0.995,             0.73605,            0.014809,           0.0038814,           0.0045191,           0.0039115,           0.0039115,            0.019412
                 282,            0.031296,           0.0076116,            0.010446,             0.98863,             0.99999,               0.995,             0.73605,            0.014809,           0.0038814,           0.0045191,           0.0039019,           0.0039019,            0.019102
                 283,            0.026803,            0.008108,           0.0080712,             0.98677,             0.99994,               0.995,             0.72539,            0.015087,           0.0038121,           0.0044384,           0.0038921,           0.0038921,            0.018792
                 284,            0.023617,           0.0079064,           0.0082948,             0.99057,                   1,               0.995,             0.79052,            0.014337,           0.0037406,           0.0043905,           0.0038823,           0.0038823,            0.018482
                 285,             0.02564,           0.0078723,           0.0096849,             0.99492,             0.99996,               0.995,             0.73863,             0.01778,           0.0040099,           0.0043228,           0.0038722,           0.0038722,            0.018172
                 286,            0.032149,           0.0091573,            0.010346,             0.99492,             0.99996,               0.995,             0.73863,             0.01778,           0.0040099,           0.0043228,           0.0038621,           0.0038621,            0.017862
                 287,            0.026369,           0.0081241,           0.0071389,             0.99796,                   1,               0.995,             0.76463,            0.019329,           0.0041046,           0.0042259,           0.0038518,           0.0038518,            0.017552
                 288,            0.023572,           0.0075551,           0.0062397,             0.99491,             0.99999,               0.995,             0.82106,            0.016846,           0.0039217,           0.0040645,           0.0038414,           0.0038414,            0.017241
                 289,            0.023698,           0.0095874,            0.008124,             0.99661,                   1,               0.995,              0.6422,            0.019637,           0.0041925,           0.0042665,           0.0038308,           0.0038308,            0.016931
                 290,            0.031095,           0.0089783,           0.0087853,             0.99661,                   1,               0.995,              0.6422,            0.019637,           0.0041925,           0.0042665,           0.0038201,           0.0038201,             0.01662
                 291,            0.027015,           0.0087691,           0.0073492,             0.98726,                   1,               0.995,             0.69995,            0.019492,           0.0040195,           0.0045826,           0.0038093,           0.0038093,            0.016309
                 292,            0.027763,           0.0080984,           0.0095703,             0.95468,             0.98322,               0.995,             0.71657,            0.017954,           0.0039548,           0.0055642,           0.0037984,           0.0037984,            0.015998
                 293,            0.031097,           0.0085524,           0.0074719,             0.99751,                   1,               0.995,             0.66739,            0.020995,           0.0038351,           0.0038625,           0.0037874,           0.0037874,            0.015687
                 294,             0.03023,           0.0094103,            0.006739,             0.99751,                   1,               0.995,             0.66739,            0.020995,           0.0038351,           0.0038625,           0.0037762,           0.0037762,            0.015376
                 295,            0.029394,            0.008657,           0.0096926,             0.99586,             0.97506,               0.995,              0.6742,            0.022065,           0.0039444,             0.00406,           0.0037649,           0.0037649,            0.015065
                 296,            0.027321,           0.0073719,            0.006723,             0.95456,             0.99974,               0.995,             0.70903,             0.01771,           0.0037616,           0.0044283,           0.0037535,           0.0037535,            0.014753
                 297,            0.027898,            0.011368,           0.0080945,             0.95456,             0.99988,               0.995,             0.67194,            0.021456,             0.00397,           0.0043663,            0.003742,            0.003742,            0.014442
                 298,            0.029994,           0.0080988,           0.0067542,             0.95456,             0.99988,               0.995,             0.67194,            0.021456,             0.00397,           0.0043663,           0.0037303,           0.0037303,             0.01413
                 299,            0.027233,           0.0086294,           0.0077076,             0.95456,             0.99884,             0.99143,             0.70344,            0.019103,            0.003893,           0.0044464,           0.0037186,           0.0037186,            0.013819
                 300,            0.024902,           0.0080372,           0.0063705,             0.95456,             0.99921,             0.99024,             0.76829,            0.015085,           0.0036717,           0.0042978,           0.0037067,           0.0037067,            0.013507
                 301,            0.025466,           0.0073433,           0.0068051,                   1,             0.96161,               0.995,             0.71244,            0.019075,           0.0036799,           0.0040286,           0.0036947,           0.0036947,            0.013195
                 302,             0.03021,           0.0082873,           0.0088778,                   1,             0.96161,               0.995,             0.71244,            0.019075,           0.0036799,           0.0040286,           0.0036826,           0.0036826,            0.012883
                 303,            0.029369,           0.0082649,           0.0044496,                   1,             0.97581,               0.995,             0.72791,            0.019425,           0.0036851,            0.004019,           0.0036704,           0.0036704,             0.01257
                 304,             0.02786,           0.0071342,           0.0083257,             0.99986,             0.97774,               0.995,              0.8094,            0.015366,           0.0036072,           0.0039804,           0.0036581,           0.0036581,            0.012258
                 305,            0.024909,           0.0074148,           0.0071031,             0.94917,             0.97494,              0.9866,             0.78479,            0.015922,           0.0037249,           0.0041859,           0.0036457,           0.0036457,            0.011946
                 306,            0.027101,           0.0076929,           0.0061328,             0.94917,             0.97494,              0.9866,             0.78479,            0.015922,           0.0037249,           0.0041859,           0.0036332,           0.0036332,            0.011633
                 307,            0.025786,           0.0068253,           0.0067619,             0.88071,             0.84478,             0.91524,             0.68764,             0.01786,           0.0038837,           0.0043097,           0.0036206,           0.0036206,            0.011321
                 308,            0.025833,           0.0072765,             0.01472,             0.97579,               0.975,             0.98905,             0.80699,            0.014486,           0.0036693,           0.0044341,           0.0036078,           0.0036078,            0.011008
                 309,            0.020909,           0.0063241,           0.0059441,             0.95456,             0.99978,             0.99024,             0.72491,            0.019375,           0.0038312,           0.0043018,            0.003595,            0.003595,            0.010695
                 310,            0.031366,           0.0084097,           0.0060034,             0.95456,             0.99978,             0.99024,             0.72491,            0.019375,           0.0038312,           0.0043018,           0.0035821,           0.0035821,            0.010382
                 311,            0.029305,           0.0090896,           0.0079836,             0.92692,               0.975,             0.97655,             0.74201,            0.018214,           0.0037891,           0.0042777,           0.0035691,           0.0035691,            0.010069
                 312,            0.026461,           0.0084629,           0.0082079,             0.95456,             0.99824,               0.995,             0.82794,            0.015869,           0.0035151,           0.0041238,            0.003556,            0.003556,            0.009756
                 313,            0.024596,           0.0089887,           0.0063806,             0.99146,             0.97503,               0.995,             0.73614,            0.017039,           0.0035163,           0.0039072,           0.0035427,           0.0035427,           0.0094427
                 314,            0.029209,           0.0077085,           0.0058716,             0.99146,             0.97503,               0.995,             0.73614,            0.017039,           0.0035163,           0.0039072,           0.0035294,           0.0035294,           0.0091294
                 315,            0.024699,           0.0084925,           0.0060332,             0.89443,                 0.9,             0.94308,             0.69637,            0.016137,           0.0035538,           0.0034648,           0.0035161,           0.0035161,           0.0088161
                 316,              0.0217,           0.0067079,           0.0061141,             0.98679,             0.99997,               0.995,             0.81169,            0.014183,           0.0035447,           0.0033426,           0.0035026,           0.0035026,           0.0085026
                 317,             0.02192,           0.0072354,           0.0080322,             0.97473,                   1,               0.995,             0.77889,            0.019664,            0.003877,           0.0033337,            0.003489,            0.003489,            0.008189
                 318,             0.03221,           0.0079863,           0.0063586,             0.97473,                   1,               0.995,             0.77889,            0.019664,            0.003877,           0.0033337,           0.0034754,           0.0034754,           0.0078754
                 319,            0.029853,           0.0078764,           0.0066596,             0.81238,              0.9822,              0.9698,              0.7482,            0.020302,           0.0038722,           0.0034105,           0.0034616,           0.0034616,           0.0075616
